          team_name           |  season   | matches_played | wins | draws | losses | goals_for | goals_against | goal_difference 
 Ruch Chorzów                 | 2008/2009 |             30 |    9 |     7 |     14 |        22 |            32 |             -10
 Ruch Chorzów                 | 2009/2010 |             30 |   16 |     5 |      9 |        40 |            30 |              10
 Ruch Chorzów                 | 2010/2011 |             30 |   10 |     8 |     12 |        29 |            32 |              -3
 Ruch Chorzów                 | 2011/2012 |             30 |   16 |     7 |      7 |        44 |            28 |              16
 Ruch Chorzów                 | 2012/2013 |             30 |    8 |     7 |     15 |        35 |            48 |             -13
 Ruch Chorzów                 | 2013/2014 |             30 |   14 |     8 |      8 |        40 |            38 |               2
 Ruch Chorzów                 | 2014/2015 |             30 |    8 |     9 |     13 |        33 |            38 |              -5
 Ruch Chorzów                 | 2015/2016 |             30 |   11 |     6 |     13 |        37 |            46 |              -9
 S.C. Olhanense               | 2009/2010 |             30 |    5 |    14 |     11 |        31 |            46 |             -15
 S.C. Olhanense               | 2010/2011 |             30 |    7 |    13 |     10 |        24 |            34 |             -10
 S.C. Olhanense               | 2011/2012 |             30 |    9 |    12 |      9 |        36 |            38 |              -2
 S.C. Olhanense               | 2012/2013 |             30 |    5 |    10 |     15 |        26 |            42 |             -16
 S.C. Olhanense               | 2013/2014 |             30 |    6 |     6 |     18 |        21 |            49 |             -28
 Sampdoria                    | 2008/2009 |             38 |   11 |    13 |     14 |        49 |            52 |              -3
 Sampdoria                    | 2009/2010 |             38 |   19 |    10 |      9 |        49 |            41 |               8
 Sampdoria                    | 2010/2011 |             38 |    8 |    12 |     18 |        33 |            49 |             -16
 Sampdoria                    | 2012/2013 |             38 |   11 |    10 |     17 |        43 |            51 |              -8
 Sampdoria                    | 2013/2014 |             38 |   12 |     9 |     17 |        48 |            62 |             -14
 Sampdoria                    | 2014/2015 |             38 |   13 |    17 |      8 |        48 |            42 |               6
 Sampdoria                    | 2015/2016 |             38 |   10 |    10 |     18 |        48 |            61 |             -13
 Sassuolo                     | 2013/2014 |             38 |    9 |     7 |     22 |        43 |            72 |             -29
 Sassuolo                     | 2014/2015 |             38 |   12 |    13 |     13 |        49 |            57 |              -8
 Sassuolo                     | 2015/2016 |             38 |   16 |    13 |      9 |        49 |            40 |               9
 SC Bastia                    | 2012/2013 |             38 |   13 |     8 |     17 |        50 |            66 |             -16
 SC Bastia                    | 2013/2014 |             38 |   12 |    10 |     16 |        42 |            58 |             -16
 SC Bastia                    | 2014/2015 |             38 |   12 |    11 |     15 |        37 |            46 |              -9
 SC Bastia                    | 2015/2016 |             38 |   14 |     8 |     16 |        36 |            42 |              -6
 SC Beira Mar                 | 2010/2011 |             30 |    7 |    12 |     11 |        32 |            36 |              -4
 SC Beira Mar                 | 2011/2012 |             30 |    8 |     5 |     17 |        26 |            38 |             -12
 SC Beira Mar                 | 2012/2013 |             30 |    5 |     8 |     17 |        35 |            55 |             -20
 SC Braga                     | 2008/2009 |             30 |   13 |    11 |      6 |        38 |            21 |              17
 SC Braga                     | 2009/2010 |             30 |   22 |     5 |      3 |        48 |            20 |              28
 SC Braga                     | 2010/2011 |             30 |   13 |     7 |     10 |        45 |            33 |              12
 SC Braga                     | 2011/2012 |             30 |   19 |     5 |      6 |        59 |            29 |              30
 SC Braga                     | 2012/2013 |             30 |   16 |     4 |     10 |        60 |            44 |              16
 SC Braga                     | 2013/2014 |             30 |   10 |     7 |     13 |        39 |            37 |               2
 SC Braga                     | 2014/2015 |             34 |   17 |     7 |     10 |        55 |            28 |              27
 SC Braga                     | 2015/2016 |             34 |   16 |    10 |      8 |        54 |            35 |              19
 SC Cambuur                   | 2013/2014 |             34 |   10 |     9 |     15 |        40 |            50 |             -10
 SC Cambuur                   | 2014/2015 |             34 |   11 |     8 |     15 |        46 |            56 |             -10
 SC Cambuur                   | 2015/2016 |             34 |    3 |     9 |     22 |        33 |            79 |             -46
 SC Freiburg                  | 2009/2010 |             34 |    9 |     8 |     17 |        35 |            59 |             -24
 SC Freiburg                  | 2010/2011 |             34 |   13 |     5 |     16 |        41 |            50 |              -9
 SC Freiburg                  | 2011/2012 |             34 |   10 |    10 |     14 |        45 |            61 |             -16
 SC Freiburg                  | 2012/2013 |             34 |   14 |     9 |     11 |        45 |            40 |               5
 SC Freiburg                  | 2013/2014 |             34 |    9 |     9 |     16 |        43 |            61 |             -18
 SC Freiburg                  | 2014/2015 |             34 |    7 |    13 |     14 |        36 |            47 |             -11
 SC Heerenveen                | 2008/2009 |             34 |   17 |     9 |      8 |        66 |            57 |               9
 SC Heerenveen                | 2009/2010 |             34 |   11 |     4 |     19 |        44 |            64 |             -20
 SC Heerenveen                | 2010/2011 |             34 |   10 |    11 |     13 |        60 |            54 |               6
 SC Heerenveen                | 2011/2012 |             34 |   18 |    10 |      6 |        79 |            59 |              20
 SC Heerenveen                | 2012/2013 |             34 |   11 |     9 |     14 |        50 |            63 |             -13
 SC Heerenveen                | 2013/2014 |             34 |   16 |     9 |      9 |        72 |            51 |              21
 SC Heerenveen                | 2014/2015 |             34 |   13 |    11 |     10 |        53 |            46 |               7
 SC Heerenveen                | 2015/2016 |             34 |   11 |     9 |     14 |        46 |            61 |             -15
 SC Paderborn 07              | 2014/2015 |             34 |    7 |    10 |     17 |        31 |            65 |             -34
 SD Eibar                     | 2014/2015 |             38 |    9 |     8 |     21 |        34 |            55 |             -21
 SD Eibar                     | 2015/2016 |             38 |   11 |    10 |     17 |        49 |            61 |             -12
 Servette FC                  | 2011/2012 |             34 |   14 |     6 |     14 |        45 |            53 |              -8
 Servette FC                  | 2012/2013 |             36 |    6 |     8 |     22 |        32 |            62 |             -30
 Sevilla FC                   | 2008/2009 |             38 |   21 |     7 |     10 |        54 |            39 |              15
 Sevilla FC                   | 2009/2010 |             38 |   19 |     6 |     13 |        65 |            49 |              16
 Sevilla FC                   | 2010/2011 |             38 |   17 |     7 |     14 |        62 |            61 |               1
 Sevilla FC                   | 2011/2012 |             38 |   13 |    11 |     14 |        48 |            47 |               1
 Sevilla FC                   | 2012/2013 |             38 |   14 |     8 |     16 |        58 |            54 |               4
 Sevilla FC                   | 2013/2014 |             38 |   18 |     9 |     11 |        69 |            52 |              17
 Sevilla FC                   | 2014/2015 |             38 |   23 |     7 |      8 |        71 |            45 |              26
 Sevilla FC                   | 2015/2016 |             38 |   14 |    10 |     14 |        51 |            50 |               1
 Siena                        | 2008/2009 |             38 |   12 |     8 |     18 |        33 |            44 |             -11
 Siena                        | 2009/2010 |             38 |    7 |    10 |     21 |        40 |            67 |             -27
 Siena                        | 2011/2012 |             36 |    9 |    11 |     16 |        40 |            45 |              -5
 Siena                        | 2012/2013 |             38 |    9 |     9 |     20 |        36 |            57 |             -21
 Sint-Truidense VV            | 2009/2010 |             28 |   12 |     6 |     10 |        35 |            35 |               0
 Sint-Truidense VV            | 2010/2011 |             30 |    8 |     5 |     17 |        20 |            51 |             -31
 Sint-Truidense VV            | 2011/2012 |             30 |    3 |    10 |     17 |        32 |            61 |             -29
 Sint-Truidense VV            | 2015/2016 |             30 |    8 |     6 |     16 |        28 |            47 |             -19
 SL Benfica                   | 2008/2009 |             30 |   17 |     8 |      5 |        54 |            32 |              22
 SL Benfica                   | 2009/2010 |             30 |   24 |     4 |      2 |        78 |            20 |              58
 SL Benfica                   | 2010/2011 |             30 |   20 |     3 |      7 |        61 |            31 |              30
 SL Benfica                   | 2011/2012 |             30 |   21 |     6 |      3 |        66 |            27 |              39
 SL Benfica                   | 2012/2013 |             30 |   24 |     5 |      1 |        77 |            20 |              57
 SL Benfica                   | 2013/2014 |             30 |   23 |     5 |      2 |        58 |            18 |              40
 SL Benfica                   | 2014/2015 |             34 |   27 |     4 |      3 |        86 |            16 |              70
 SL Benfica                   | 2015/2016 |             34 |   29 |     1 |      4 |        88 |            22 |              66
 Śląsk Wrocław                | 2008/2009 |             30 |   11 |    12 |      7 |        40 |            34 |               6
 Śląsk Wrocław                | 2009/2010 |             30 |    8 |    12 |     10 |        32 |            33 |              -1
 Śląsk Wrocław                | 2010/2011 |             30 |   13 |    10 |      7 |        46 |            34 |              12
 Śląsk Wrocław                | 2011/2012 |             30 |   17 |     5 |      8 |        47 |            31 |              16
 Śląsk Wrocław                | 2012/2013 |             30 |   13 |     8 |      9 |        44 |            42 |               2
 Śląsk Wrocław                | 2013/2014 |             30 |    7 |    13 |     10 |        38 |            40 |              -2
 Śląsk Wrocław                | 2014/2015 |             30 |   12 |    10 |      8 |        43 |            36 |               7
 Śląsk Wrocław                | 2015/2016 |             30 |    8 |    10 |     12 |        28 |            37 |              -9
 SM Caen                      | 2008/2009 |             38 |    8 |    13 |     17 |        42 |            49 |              -7
 SM Caen                      | 2010/2011 |             38 |   11 |    13 |     14 |        46 |            51 |              -5
 SM Caen                      | 2011/2012 |             38 |    9 |    11 |     18 |        39 |            59 |             -20
 SM Caen                      | 2014/2015 |             38 |   12 |    10 |     16 |        54 |            55 |              -1
 SM Caen                      | 2015/2016 |             38 |   16 |     6 |     16 |        39 |            52 |             -13
 Southampton                  | 2012/2013 |             38 |    9 |    14 |     15 |        49 |            60 |             -11
 Southampton                  | 2013/2014 |             38 |   15 |    11 |     12 |        54 |            46 |               8
 Southampton                  | 2014/2015 |             38 |   18 |     6 |     14 |        54 |            33 |              21
 Southampton                  | 2015/2016 |             38 |   18 |     9 |     11 |        59 |            41 |              18
 Sparta Rotterdam             | 2008/2009 |             34 |    9 |     8 |     17 |        46 |            66 |             -20
 Sparta Rotterdam             | 2009/2010 |             34 |    6 |     8 |     20 |        30 |            66 |             -36
 Sporting Charleroi           | 2008/2009 |             34 |   12 |     7 |     15 |        43 |            48 |              -5
 Sporting Charleroi           | 2009/2010 |             28 |    5 |     8 |     15 |        28 |            45 |             -17
 Sporting Charleroi           | 2010/2011 |             30 |    4 |     7 |     19 |        20 |            54 |             -34
 Sporting Charleroi           | 2012/2013 |             30 |   10 |     4 |     16 |        30 |            49 |             -19
 Sporting Charleroi           | 2014/2015 |             30 |   14 |     7 |      9 |        44 |            31 |              13
 Sporting Charleroi           | 2015/2016 |             30 |   10 |     9 |     11 |        36 |            39 |              -3
 Sporting CP                  | 2008/2009 |             30 |   20 |     6 |      4 |        45 |            20 |              25
 Sporting CP                  | 2009/2010 |             30 |   13 |     9 |      8 |        42 |            26 |              16
 Sporting CP                  | 2010/2011 |             30 |   13 |     9 |      8 |        41 |            31 |              10
 Sporting CP                  | 2011/2012 |             30 |   18 |     5 |      7 |        47 |            26 |              21
 Sporting CP                  | 2012/2013 |             30 |   11 |     9 |     10 |        36 |            36 |               0
 Sporting CP                  | 2013/2014 |             30 |   20 |     7 |      3 |        54 |            20 |              34
 Sporting CP                  | 2014/2015 |             34 |   22 |    10 |      2 |        67 |            29 |              38
 Sporting CP                  | 2015/2016 |             34 |   27 |     5 |      2 |        79 |            21 |              58
 Sporting Lokeren             | 2008/2009 |             34 |   13 |    12 |      9 |        40 |            32 |               8
 Sporting Lokeren             | 2009/2010 |             28 |    5 |     3 |     20 |        22 |            54 |             -32
 Sporting Lokeren             | 2010/2011 |             30 |   13 |    11 |      6 |        43 |            36 |               7
 Sporting Lokeren             | 2011/2012 |             30 |   11 |    11 |      8 |        48 |            40 |               8
 Sporting Lokeren             | 2012/2013 |             30 |   14 |     9 |      7 |        53 |            38 |              15
 Sporting Lokeren             | 2014/2015 |             30 |   10 |    12 |      8 |        38 |            32 |               6
 Sporting Lokeren             | 2015/2016 |             30 |    8 |    10 |     12 |        35 |            40 |              -5
 SpVgg Greuther Fürth         | 2012/2013 |             34 |    4 |     9 |     21 |        26 |            60 |             -34
 St. Johnstone FC             | 2009/2010 |             38 |   12 |    11 |     15 |        57 |            61 |              -4
 St. Johnstone FC             | 2010/2011 |             38 |   11 |    11 |     16 |        23 |            43 |             -20
 St. Johnstone FC             | 2011/2012 |             38 |   14 |     8 |     16 |        43 |            50 |              -7
 St. Johnstone FC             | 2012/2013 |             38 |   14 |    14 |     10 |        45 |            44 |               1
 St. Johnstone FC             | 2013/2014 |             38 |   15 |     8 |     15 |        48 |            42 |               6
 St. Johnstone FC             | 2014/2015 |             38 |   16 |     9 |     13 |        34 |            34 |               0
 St. Johnstone FC             | 2015/2016 |             38 |   16 |     8 |     14 |        58 |            55 |               3
 St. Mirren                   | 2008/2009 |             38 |    9 |    10 |     19 |        33 |            52 |             -19
 St. Mirren                   | 2009/2010 |             38 |    7 |    13 |     18 |        36 |            49 |             -13
 St. Mirren                   | 2010/2011 |             38 |    8 |     9 |     21 |        33 |            57 |             -24
 St. Mirren                   | 2011/2012 |             38 |    9 |    16 |     13 |        39 |            51 |             -12
 St. Mirren                   | 2012/2013 |             38 |    9 |    14 |     15 |        47 |            60 |             -13
 St. Mirren                   | 2013/2014 |             38 |   10 |     9 |     19 |        39 |            58 |             -19
 St. Mirren                   | 2014/2015 |             38 |    9 |     3 |     26 |        30 |            66 |             -36
 Stade Brestois 29            | 2010/2011 |             38 |   11 |    13 |     14 |        36 |            43 |              -7
 Stade Brestois 29            | 2011/2012 |             38 |    8 |    17 |     13 |        31 |            38 |              -7
 Stade Brestois 29            | 2012/2013 |             38 |    8 |     5 |     25 |        32 |            62 |             -30
 Stade de Reims               | 2012/2013 |             38 |   10 |    13 |     15 |        33 |            42 |              -9
 Stade de Reims               | 2013/2014 |             38 |   12 |    12 |     14 |        44 |            52 |              -8
 Stade de Reims               | 2014/2015 |             38 |   12 |     8 |     18 |        47 |            66 |             -19
 Stade de Reims               | 2015/2016 |             38 |   10 |     9 |     19 |        44 |            57 |             -13
 Stade Rennais FC             | 2008/2009 |             38 |   15 |    16 |      7 |        42 |            34 |               8
 Stade Rennais FC             | 2009/2010 |             38 |   14 |    11 |     13 |        52 |            41 |              11
 Stade Rennais FC             | 2010/2011 |             38 |   15 |    11 |     12 |        38 |            35 |               3
 Stade Rennais FC             | 2011/2012 |             38 |   17 |     9 |     12 |        53 |            44 |               9
 Stade Rennais FC             | 2012/2013 |             38 |   13 |     7 |     18 |        48 |            59 |             -11
 Stade Rennais FC             | 2013/2014 |             38 |   11 |    13 |     14 |        47 |            45 |               2
 Stade Rennais FC             | 2014/2015 |             38 |   13 |    11 |     14 |        35 |            42 |              -7
 Stade Rennais FC             | 2015/2016 |             38 |   13 |    13 |     12 |        52 |            54 |              -2
 Standard de Liège            | 2008/2009 |             34 |   24 |     5 |      5 |        66 |            26 |              40
 Standard de Liège            | 2009/2010 |             28 |   10 |     9 |      9 |        38 |            34 |               4
 Standard de Liège            | 2010/2011 |             30 |   15 |     4 |     11 |        50 |            38 |              12
 Standard de Liège            | 2011/2012 |             30 |   14 |     9 |      7 |        43 |            33 |              10
 Standard de Liège            | 2012/2013 |             30 |   15 |     5 |     10 |        54 |            33 |              21
 Standard de Liège            | 2014/2015 |             30 |   16 |     5 |      9 |        49 |            39 |              10
 Standard de Liège            | 2015/2016 |             30 |   12 |     5 |     13 |        41 |            51 |             -10
 Stoke City                   | 2008/2009 |             38 |   12 |     9 |     17 |        38 |            55 |             -17
 Stoke City                   | 2009/2010 |             38 |   11 |    14 |     13 |        34 |            48 |             -14
 Stoke City                   | 2010/2011 |             38 |   13 |     7 |     18 |        46 |            48 |              -2
 Stoke City                   | 2011/2012 |             38 |   11 |    12 |     15 |        36 |            53 |             -17
 Stoke City                   | 2012/2013 |             38 |    9 |    15 |     14 |        34 |            45 |             -11
 Stoke City                   | 2013/2014 |             38 |   13 |    11 |     14 |        45 |            52 |              -7
 Stoke City                   | 2014/2015 |             38 |   15 |     9 |     14 |        48 |            45 |               3
 Stoke City                   | 2015/2016 |             38 |   14 |     9 |     15 |        41 |            55 |             -14
 Sunderland                   | 2008/2009 |             38 |    9 |     9 |     20 |        34 |            54 |             -20
 Sunderland                   | 2009/2010 |             38 |   11 |    11 |     16 |        48 |            56 |              -8
 Sunderland                   | 2010/2011 |             38 |   12 |    11 |     15 |        45 |            56 |             -11
 Sunderland                   | 2011/2012 |             38 |   11 |    12 |     15 |        45 |            46 |              -1
 Sunderland                   | 2012/2013 |             38 |    9 |    12 |     17 |        41 |            54 |             -13
 Sunderland                   | 2013/2014 |             38 |   10 |     8 |     20 |        41 |            60 |             -19
 Sunderland                   | 2014/2015 |             38 |    7 |    17 |     14 |        31 |            53 |             -22
 Sunderland                   | 2015/2016 |             38 |    9 |    12 |     17 |        48 |            62 |             -14
 SV Darmstadt 98              | 2015/2016 |             34 |    9 |    11 |     14 |        38 |            53 |             -15
 SV Werder Bremen             | 2008/2009 |             34 |   12 |     9 |     13 |        64 |            50 |              14
 SV Werder Bremen             | 2009/2010 |             34 |   17 |    10 |      7 |        71 |            40 |              31
 SV Werder Bremen             | 2010/2011 |             34 |   10 |    11 |     13 |        47 |            61 |             -14
 SV Werder Bremen             | 2011/2012 |             34 |   11 |     9 |     14 |        49 |            58 |              -9
 SV Werder Bremen             | 2012/2013 |             34 |    8 |    10 |     16 |        50 |            66 |             -16
 SV Werder Bremen             | 2013/2014 |             34 |   10 |     9 |     15 |        42 |            66 |             -24
 SV Werder Bremen             | 2014/2015 |             34 |   11 |    10 |     13 |        50 |            65 |             -15
 SV Werder Bremen             | 2015/2016 |             34 |   10 |     8 |     16 |        50 |            65 |             -15
 SV Zulte-Waregem             | 2008/2009 |             34 |   16 |     7 |     11 |        55 |            36 |              19
 SV Zulte-Waregem             | 2009/2010 |             28 |   10 |    11 |      7 |        39 |            32 |               7
 SV Zulte-Waregem             | 2010/2011 |             30 |    7 |    12 |     11 |        39 |            41 |              -2
 SV Zulte-Waregem             | 2011/2012 |             30 |    6 |    12 |     12 |        32 |            38 |              -6
 SV Zulte-Waregem             | 2012/2013 |             30 |   19 |     6 |      5 |        49 |            29 |              20
 SV Zulte-Waregem             | 2014/2015 |             30 |    8 |     7 |     15 |        41 |            54 |             -13
 SV Zulte-Waregem             | 2015/2016 |             30 |   12 |     7 |     11 |        51 |            50 |               1
 Swansea City                 | 2011/2012 |             38 |   12 |    11 |     15 |        44 |            51 |              -7
 Swansea City                 | 2012/2013 |             38 |   11 |    13 |     14 |        47 |            51 |              -4
 Swansea City                 | 2013/2014 |             38 |   11 |     9 |     18 |        54 |            54 |               0
 Swansea City                 | 2014/2015 |             38 |   16 |     8 |     14 |        46 |            49 |              -3
 Swansea City                 | 2015/2016 |             38 |   12 |    11 |     15 |        42 |            52 |             -10
 Termalica Bruk-Bet Nieciecza | 2015/2016 |             30 |    8 |     9 |     13 |        33 |            43 |             -10
 Tondela                      | 2015/2016 |             34 |    8 |     6 |     20 |        34 |            54 |             -20
 Torino                       | 2008/2009 |             38 |    8 |    10 |     20 |        37 |            61 |             -24
 Torino                       | 2012/2013 |             38 |    8 |    16 |     14 |        46 |            55 |              -9
 Torino                       | 2013/2014 |             38 |   15 |    12 |     11 |        58 |            48 |              10
 Torino                       | 2014/2015 |             38 |   14 |    12 |     12 |        48 |            45 |               3
 Torino                       | 2015/2016 |             38 |   12 |     9 |     17 |        52 |            55 |              -3
 Tottenham Hotspur            | 2008/2009 |             38 |   14 |     9 |     15 |        45 |            45 |               0
 Tottenham Hotspur            | 2009/2010 |             38 |   21 |     7 |     10 |        67 |            41 |              26
 Tottenham Hotspur            | 2010/2011 |             38 |   16 |    14 |      8 |        55 |            46 |               9
 Tottenham Hotspur            | 2011/2012 |             38 |   20 |     9 |      9 |        66 |            41 |              25
 Tottenham Hotspur            | 2012/2013 |             38 |   21 |     9 |      8 |        66 |            46 |              20
 Tottenham Hotspur            | 2013/2014 |             38 |   21 |     6 |     11 |        55 |            51 |               4
 Tottenham Hotspur            | 2014/2015 |             38 |   19 |     7 |     12 |        58 |            53 |               5
 Tottenham Hotspur            | 2015/2016 |             38 |   19 |    13 |      6 |        69 |            35 |              34
 Toulouse FC                  | 2008/2009 |             38 |   16 |    16 |      6 |        45 |            27 |              18
 Toulouse FC                  | 2009/2010 |             38 |   12 |    11 |     15 |        36 |            36 |               0
 Toulouse FC                  | 2010/2011 |             38 |   14 |     8 |     16 |        38 |            36 |               2
 Toulouse FC                  | 2011/2012 |             38 |   15 |    11 |     12 |        37 |            34 |               3
 Toulouse FC                  | 2012/2013 |             38 |   13 |    12 |     13 |        49 |            47 |               2
 Toulouse FC                  | 2013/2014 |             38 |   12 |    13 |     13 |        46 |            53 |              -7
 Toulouse FC                  | 2014/2015 |             38 |   12 |     6 |     20 |        43 |            64 |             -21
 Toulouse FC                  | 2015/2016 |             38 |    9 |    13 |     16 |        45 |            55 |             -10
 Trofense                     | 2008/2009 |             30 |    5 |     8 |     17 |        25 |            42 |             -17
 TSG 1899 Hoffenheim          | 2008/2009 |             34 |   15 |    10 |      9 |        63 |            49 |              14
 TSG 1899 Hoffenheim          | 2009/2010 |             34 |   11 |     9 |     14 |        44 |            42 |               2
 TSG 1899 Hoffenheim          | 2010/2011 |             34 |   11 |    10 |     13 |        50 |            50 |               0
 TSG 1899 Hoffenheim          | 2011/2012 |             34 |   10 |    11 |     13 |        41 |            47 |              -6
 TSG 1899 Hoffenheim          | 2012/2013 |             34 |    8 |     7 |     19 |        42 |            67 |             -25
 TSG 1899 Hoffenheim          | 2013/2014 |             34 |   11 |    11 |     12 |        72 |            70 |               2
 TSG 1899 Hoffenheim          | 2014/2015 |             34 |   12 |     8 |     14 |        49 |            55 |              -6
 TSG 1899 Hoffenheim          | 2015/2016 |             34 |    9 |    10 |     15 |        39 |            54 |             -15
 Tubize                       | 2008/2009 |             34 |    7 |     6 |     21 |        35 |            77 |             -42
 UD Almería                   | 2008/2009 |             38 |   13 |     7 |     18 |        45 |            61 |             -16
 UD Almería                   | 2009/2010 |             38 |   10 |    12 |     16 |        43 |            55 |             -12
 UD Almería                   | 2010/2011 |             38 |    6 |    12 |     20 |        36 |            70 |             -34
 UD Almería                   | 2013/2014 |             38 |   11 |     7 |     20 |        43 |            71 |             -28
 UD Almería                   | 2014/2015 |             38 |    8 |     8 |     22 |        35 |            64 |             -29
 UD Las Palmas                | 2015/2016 |             38 |   12 |     8 |     18 |        45 |            53 |              -8
 Udinese                      | 2008/2009 |             38 |   16 |    10 |     12 |        61 |            50 |              11
 Udinese                      | 2009/2010 |             38 |   11 |    11 |     16 |        54 |            59 |              -5
 Udinese                      | 2010/2011 |             38 |   20 |     6 |     12 |        65 |            43 |              22
 Udinese                      | 2011/2012 |             36 |   18 |     9 |      9 |        52 |            34 |              18
 Udinese                      | 2012/2013 |             38 |   18 |    12 |      8 |        59 |            45 |              14
 Udinese                      | 2013/2014 |             38 |   12 |     8 |     18 |        46 |            57 |             -11
 Udinese                      | 2014/2015 |             38 |   10 |    11 |     17 |        43 |            56 |             -13
 Udinese                      | 2015/2016 |             38 |   10 |     9 |     19 |        35 |            60 |             -25
 Uniao da Madeira             | 2015/2016 |             34 |    7 |     8 |     19 |        27 |            50 |             -23
 União de Leiria, SAD         | 2009/2010 |             30 |    9 |     8 |     13 |        35 |            41 |              -6
 União de Leiria, SAD         | 2010/2011 |             30 |    9 |     8 |     13 |        25 |            38 |             -13
 União de Leiria, SAD         | 2011/2012 |             30 |    5 |     4 |     21 |        25 |            56 |             -31
 US Boulogne Cote D'Opale     | 2009/2010 |             38 |    7 |    10 |     21 |        31 |            62 |             -31
 Valencia CF                  | 2008/2009 |             38 |   18 |     8 |     12 |        68 |            54 |              14
 Valencia CF                  | 2009/2010 |             38 |   21 |     8 |      9 |        59 |            40 |              19
 Valencia CF                  | 2010/2011 |             38 |   21 |     8 |      9 |        64 |            44 |              20
 Valencia CF                  | 2011/2012 |             38 |   17 |    10 |     11 |        59 |            44 |              15
 Valencia CF                  | 2012/2013 |             38 |   19 |     8 |     11 |        67 |            54 |              13
 Valencia CF                  | 2013/2014 |             38 |   13 |    10 |     15 |        51 |            53 |              -2
 Valencia CF                  | 2014/2015 |             38 |   22 |    11 |      5 |        70 |            32 |              38
 Valencia CF                  | 2015/2016 |             38 |   11 |    11 |     16 |        46 |            48 |              -2
 Valenciennes FC              | 2008/2009 |             38 |   10 |    14 |     14 |        35 |            42 |              -7
 Valenciennes FC              | 2009/2010 |             38 |   14 |    10 |     14 |        50 |            50 |               0
 Valenciennes FC              | 2010/2011 |             38 |   10 |    18 |     10 |        45 |            41 |               4
 Valenciennes FC              | 2011/2012 |             38 |   12 |     7 |     19 |        40 |            50 |             -10
 Valenciennes FC              | 2012/2013 |             38 |   12 |    12 |     14 |        49 |            53 |              -4
 Valenciennes FC              | 2013/2014 |             38 |    7 |     8 |     23 |        37 |            65 |             -28
 VfB Stuttgart                | 2008/2009 |             34 |   19 |     7 |      8 |        63 |            43 |              20
 VfB Stuttgart                | 2009/2010 |             34 |   15 |    10 |      9 |        51 |            41 |              10
 VfB Stuttgart                | 2010/2011 |             34 |   12 |     6 |     16 |        60 |            59 |               1
 VfB Stuttgart                | 2011/2012 |             34 |   15 |     8 |     11 |        63 |            46 |              17
 VfB Stuttgart                | 2012/2013 |             34 |   12 |     7 |     15 |        37 |            55 |             -18
 VfB Stuttgart                | 2013/2014 |             34 |    8 |     8 |     18 |        49 |            62 |             -13
 VfB Stuttgart                | 2014/2015 |             34 |    9 |     9 |     16 |        42 |            60 |             -18
 VfB Stuttgart                | 2015/2016 |             34 |    9 |     6 |     19 |        50 |            75 |             -25
 VfL Bochum                   | 2008/2009 |             34 |    7 |    11 |     16 |        39 |            55 |             -16
 VfL Bochum                   | 2009/2010 |             34 |    6 |    10 |     18 |        33 |            64 |             -31
 VfL Wolfsburg                | 2008/2009 |             34 |   21 |     6 |      7 |        80 |            41 |              39
 VfL Wolfsburg                | 2009/2010 |             34 |   14 |     8 |     12 |        64 |            58 |               6
 VfL Wolfsburg                | 2010/2011 |             34 |    9 |    11 |     14 |        43 |            48 |              -5
 VfL Wolfsburg                | 2011/2012 |             34 |   13 |     5 |     16 |        47 |            60 |             -13
 VfL Wolfsburg                | 2012/2013 |             34 |   10 |    13 |     11 |        47 |            52 |              -5
 VfL Wolfsburg                | 2013/2014 |             34 |   18 |     6 |     10 |        63 |            50 |              13
 VfL Wolfsburg                | 2014/2015 |             34 |   20 |     9 |      5 |        72 |            38 |              34
 VfL Wolfsburg                | 2015/2016 |             34 |   12 |     9 |     13 |        47 |            49 |              -2
 Villarreal CF                | 2008/2009 |             38 |   18 |    11 |      9 |        61 |            54 |               7
 Villarreal CF                | 2009/2010 |             38 |   16 |     8 |     14 |        58 |            57 |               1
 Villarreal CF                | 2010/2011 |             38 |   18 |     8 |     12 |        54 |            44 |              10
 Villarreal CF                | 2011/2012 |             38 |    9 |    14 |     15 |        39 |            53 |             -14
 Villarreal CF                | 2013/2014 |             38 |   17 |     8 |     13 |        60 |            44 |              16
 Villarreal CF                | 2014/2015 |             38 |   16 |    12 |     10 |        48 |            37 |              11
 Villarreal CF                | 2015/2016 |             38 |   18 |    10 |     10 |        44 |            35 |               9
 Vitesse                      | 2008/2009 |             34 |   11 |    10 |     13 |        41 |            48 |              -7
 Vitesse                      | 2009/2010 |             34 |    8 |     8 |     18 |        38 |            62 |             -24
 Vitesse                      | 2010/2011 |             34 |    9 |     8 |     17 |        42 |            61 |             -19
 Vitesse                      | 2011/2012 |             34 |   15 |     8 |     11 |        48 |            43 |               5
 Vitesse                      | 2012/2013 |             34 |   19 |     7 |      8 |        68 |            42 |              26
 Vitesse                      | 2013/2014 |             34 |   15 |    10 |      9 |        65 |            49 |              16
 Vitesse                      | 2014/2015 |             34 |   16 |    10 |      8 |        66 |            43 |              23
 Vitesse                      | 2015/2016 |             34 |   12 |    10 |     12 |        55 |            38 |              17
 Vitória Guimarães            | 2008/2009 |             30 |   10 |     8 |     12 |        32 |            36 |              -4
 Vitória Guimarães            | 2009/2010 |             30 |   11 |     8 |     11 |        31 |            34 |              -3
 Vitória Guimarães            | 2010/2011 |             30 |   12 |     7 |     11 |        36 |            37 |              -1
