          team_name           | match_date | points | rolling_5_match_points 
 Eintracht Frankfurt          | 2014-10-19 |      0 |                      8
 Eintracht Frankfurt          | 2014-10-25 |      0 |                      7
 Eintracht Frankfurt          | 2014-11-01 |      0 |                      6
 Eintracht Frankfurt          | 2014-11-08 |      0 |                      3
 Eintracht Frankfurt          | 2014-11-22 |      3 |                      3
 Eintracht Frankfurt          | 2014-11-30 |      3 |                      6
 Eintracht Frankfurt          | 2014-12-07 |      3 |                      9
 Eintracht Frankfurt          | 2014-12-12 |      0 |                      9
 Eintracht Frankfurt          | 2014-12-17 |      1 |                     10
 Eintracht Frankfurt          | 2014-12-20 |      1 |                      8
 Eintracht Frankfurt          | 2015-01-31 |      0 |                      5
 Eintracht Frankfurt          | 2015-02-03 |      1 |                      3
 Eintracht Frankfurt          | 2015-02-08 |      1 |                      4
 Eintracht Frankfurt          | 2015-02-14 |      3 |                      6
 Eintracht Frankfurt          | 2015-02-21 |      0 |                      5
 Eintracht Frankfurt          | 2015-02-28 |      3 |                      8
 Eintracht Frankfurt          | 2015-03-08 |      0 |                      7
 Eintracht Frankfurt          | 2015-03-14 |      3 |                      9
 Eintracht Frankfurt          | 2015-03-21 |      0 |                      6
 Eintracht Frankfurt          | 2015-04-04 |      1 |                      7
 Eintracht Frankfurt          | 2015-04-11 |      0 |                      4
 Eintracht Frankfurt          | 2015-04-17 |      1 |                      5
 Eintracht Frankfurt          | 2015-04-25 |      0 |                      2
 Eintracht Frankfurt          | 2015-05-02 |      0 |                      2
 Eintracht Frankfurt          | 2015-05-09 |      3 |                      4
 Eintracht Frankfurt          | 2015-05-16 |      1 |                      5
 Eintracht Frankfurt          | 2015-05-23 |      3 |                      7
 Eintracht Frankfurt          | 2015-08-16 |      0 |                      7
 Eintracht Frankfurt          | 2015-08-22 |      1 |                      8
 Eintracht Frankfurt          | 2015-08-29 |      3 |                      8
 Eintracht Frankfurt          | 2015-09-12 |      3 |                     10
 Eintracht Frankfurt          | 2015-09-19 |      1 |                      8
 Eintracht Frankfurt          | 2015-09-23 |      0 |                      8
 Eintracht Frankfurt          | 2015-09-27 |      1 |                      8
 Eintracht Frankfurt          | 2015-10-03 |      0 |                      5
 Eintracht Frankfurt          | 2015-10-17 |      0 |                      2
 Eintracht Frankfurt          | 2015-10-24 |      3 |                      4
 Eintracht Frankfurt          | 2015-10-30 |      1 |                      5
 Eintracht Frankfurt          | 2015-11-07 |      1 |                      5
 Eintracht Frankfurt          | 2015-11-21 |      0 |                      5
 Eintracht Frankfurt          | 2015-11-28 |      0 |                      5
 Eintracht Frankfurt          | 2015-12-06 |      0 |                      2
 Eintracht Frankfurt          | 2015-12-13 |      0 |                      1
 Eintracht Frankfurt          | 2015-12-19 |      3 |                      3
 Eintracht Frankfurt          | 2016-01-24 |      3 |                      6
 Eintracht Frankfurt          | 2016-01-30 |      1 |                      7
 Eintracht Frankfurt          | 2016-02-06 |      0 |                      7
 Eintracht Frankfurt          | 2016-02-13 |      0 |                      7
 Eintracht Frankfurt          | 2016-02-19 |      1 |                      5
 Eintracht Frankfurt          | 2016-02-28 |      1 |                      3
 Eintracht Frankfurt          | 2016-03-02 |      0 |                      2
 Eintracht Frankfurt          | 2016-03-05 |      1 |                      3
 Eintracht Frankfurt          | 2016-03-12 |      0 |                      3
 Eintracht Frankfurt          | 2016-03-19 |      3 |                      5
 Eintracht Frankfurt          | 2016-04-02 |      0 |                      4
 Eintracht Frankfurt          | 2016-04-09 |      0 |                      4
 Eintracht Frankfurt          | 2016-04-16 |      0 |                      3
 Eintracht Frankfurt          | 2016-04-24 |      3 |                      6
 Eintracht Frankfurt          | 2016-04-30 |      3 |                      6
 Eintracht Frankfurt          | 2016-05-07 |      3 |                      9
 Eintracht Frankfurt          | 2016-05-14 |      0 |                      9
 Elche CF                     | 2013-08-19 |      0 |                      0
 Elche CF                     | 2013-08-24 |      1 |                      1
 Elche CF                     | 2013-08-30 |      1 |                      2
 Elche CF                     | 2013-09-16 |      1 |                      3
 Elche CF                     | 2013-09-20 |      0 |                      3
 Elche CF                     | 2013-09-25 |      0 |                      3
 Elche CF                     | 2013-09-29 |      3 |                      5
 Elche CF                     | 2013-10-05 |      3 |                      7
 Elche CF                     | 2013-10-20 |      3 |                      9
 Elche CF                     | 2013-10-26 |      0 |                      9
 Elche CF                     | 2013-10-31 |      1 |                     10
 Elche CF                     | 2013-11-04 |      0 |                      7
 Elche CF                     | 2013-11-09 |      1 |                      5
 Elche CF                     | 2013-11-24 |      3 |                      5
 Elche CF                     | 2013-11-30 |      0 |                      5
 Elche CF                     | 2013-12-13 |      0 |                      4
 Elche CF                     | 2013-12-20 |      0 |                      4
 Elche CF                     | 2014-01-05 |      0 |                      3
 Elche CF                     | 2014-01-11 |      1 |                      1
 Elche CF                     | 2014-01-18 |      3 |                      4
 Elche CF                     | 2014-01-27 |      0 |                      4
 Elche CF                     | 2014-02-02 |      3 |                      7
 Elche CF                     | 2014-02-09 |      1 |                      8
 Elche CF                     | 2014-02-14 |      1 |                      8
